Exiting
         839940 function calls (834012 primitive calls) in 9.131 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 xinput.py:403(XIQueryDevice)
        1    0.000    0.000    0.000    0.000 randr.py:174(QueryVersion)
        1    0.000    0.000    0.000    0.000 xinerama.py:117(GetScreenSize)
        1    0.000    0.000    0.000    0.000 typing.py:293(_SpecialForm)
        5    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        2    0.000    0.000    0.000    0.000 os.py:684(__setitem__)
        5    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
      128    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
        1    0.000    0.000    0.000    0.000 format.py:163(<module>)
        1    0.000    0.000    0.000    0.000 record.py:170(GetContext)
        1    0.000    0.000    0.000    0.000 request.py:545(GetMotionEvents)
        1    0.000    0.000    0.000    0.000 request.py:565(TranslateCoords)
        1    0.000    0.000    0.000    0.000 request.py:1397(CreateGlyphCursor)
        1    0.000    0.000    0.000    0.000 request.py:1437(QueryBestSize)
        1    0.000    0.000    0.000    0.000 request.py:1526(ChangeKeyboardControl)
        1    0.000    0.000    0.000    0.000 request.py:1545(GetKeyboardControl)
      303    0.000    0.000    0.000    0.000 rq.py:124(__init__)
       24    0.000    0.000    0.000    0.000 rq.py:420(__init__)
        1    0.000    0.000    0.000    0.000 os.py:46(<listcomp>)
       19    0.000    0.000    0.000    0.000 os.py:806(fsencode)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:864(_resolve_name)
        3    0.000    0.000    0.000    0.000 __init__.py:1336(__init__)
        3    0.000    0.000    0.000    0.000 ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
        5    0.000    0.000    0.000    0.000 datetime.py:409(_check_time_fields)
        6    0.000    0.000    0.000    0.000 _xorg.py:104(_from_media)
        1    0.000    0.000    0.000    0.000 randr.py:546(ChangeOutputProperty)
        1    0.000    0.000    0.000    0.000 randr.py:810(GetCrtcGamma)
        1    0.000    0.000    0.000    0.000 cursor.py:22(<module>)
        1    0.000    0.000    0.000    0.000 resource.py:22(<module>)
        1    0.000    0.000    0.000    0.000 request.py:223(InternAtom)
        1    0.000    0.000    0.000    0.000 request.py:522(QueryPointer)
        2    0.000    0.000    0.000    0.000 subprocess.py:1555(_handle_exitstatus)
        1    0.000    0.000    0.000    0.000 randr.py:495(QueryOutputProperty)
        1    0.000    0.000    0.000    0.000 xinerama.py:71(GetState)
        1    0.000    0.000    0.000    0.000 xauth.py:22(<module>)
        1    0.000    0.000    0.000    0.000 request.py:154(ConfigureWindow)
        1    0.000    0.000    0.000    0.000 lock.py:22(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1140(__init__)
        1    0.000    0.000    0.000    0.000 _version.py:7(<module>)
        7    0.000    0.000    0.000    0.000 getlimits.py:514(__init__)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:438(__exit__)
        1    0.000    0.000    0.000    0.000 _dtype.py:5(<module>)
        1    0.000    0.000    0.000    0.000 randr.py:343(GetScreenSizeRange)
        1    0.000    0.000    0.000    0.000 randr.py:1102(CrtcChangeNotify)
        1    0.000    0.000    0.000    0.000 shape.py:47(QueryVersion)
        1    0.000    0.000    0.000    0.000 shape.py:64(Rectangles)
        1    0.000    0.000    0.000    0.000 record.py:82(GetVersion)
        1    0.000    0.000    0.000    0.000 record.py:130(RegisterClients)
        1    0.000    0.000    0.000    0.000 xtest.py:53(CompareCursor)
        1    0.000    0.000    0.000    0.000 request.py:243(GetAtomName)
        1    0.000    0.000    0.000    0.000 request.py:261(ChangeProperty)
        1    0.000    0.000    0.000    0.000 request.py:442(GrabKeyboard)
        1    0.000    0.000    0.000    0.000 request.py:719(ListFonts)
        1    0.000    0.000    0.000    0.000 request.py:1619(GetScreenSaver)
        1    0.000    0.000    0.000    0.000 event.py:235(ConfigureNotify)
        1    0.000    0.000    0.000    0.000 event.py:252(ConfigureRequest)
       21    0.000    0.000    0.000    0.000 rq.py:594(__init__)
        2    0.000    0.000    0.000    0.000 os.py:690(__delitem__)
        1    0.000    0.000    0.000    0.000 threaded_capture.py:3(<module>)
      119    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        2    0.000    0.000    0.000    0.000 datetime.py:804(__new__)
        1    0.000    0.000    0.000    0.000 dpms.py:81(DPMSCapable)
        1    0.000    0.000    0.000    0.000 dpms.py:105(DPMSGetTimeouts)
        2    0.000    0.000    0.000    0.000 security.py:130(init)
        1    0.000    0.000    0.000    0.000 shape.py:95(Combine)
        1    0.000    0.000    0.000    0.000 xinerama.py:171(QueryScreens)
        1    0.000    0.000    0.000    0.000 record.py:105(CreateContext)
        1    0.000    0.000    0.000    0.000 request.py:612(GetInputFocus)
        1    0.000    0.000    0.000    0.000 request.py:830(GetFontPath)
        1    0.000    0.000    0.000    0.000 request.py:1186(ListInstalledColormaps)
        1    0.000    0.000    0.000    0.000 request.py:1334(QueryColors)
        1    0.000    0.000    0.000    0.000 event.py:71(EnterLeave)
        1    0.000    0.000    0.000    0.000 event.py:112(Expose)
        1    0.000    0.000    0.000    0.000 event.py:153(VisibilityNotify)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
      108    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:802(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:620(PurePath)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
        1    0.000    0.000    0.000    0.000 randr.py:470(ListOutputProperties)
        1    0.000    0.000    0.000    0.000 request.py:308(ListProperties)
        1    0.000    0.000    0.000    0.000 request.py:953(CopyPlane)
        1    0.000    0.000    0.000    0.000 request.py:1479(ListExtensions)
        1    0.000    0.000    0.000    0.000 request.py:1506(GetKeyboardMapping)
       49    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:1267(_fixupParents)
       75    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:157(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 xinerama.py:148(IsActive)
        1    0.000    0.000    0.000    0.000 request.py:336(GetSelectionOwner)
        1    0.000    0.000    0.000    0.000 request.py:470(GrabKey)
        1    0.000    0.000    0.000    0.000 request.py:1649(ListHosts)
        1    0.000    0.000    0.000    0.000 typing.py:599(_GenericAlias)
       88    0.000    0.000    0.000    0.000 enum.py:633(value)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
       90    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        2    0.000    0.000    0.000    0.000 subprocess.py:1358(_get_handles)
        1    0.000    0.000    0.000    0.000 pickle.py:372(_Pickler)
        1    0.000    0.000    0.000    0.000 dpms.py:200(DPMSInfo)
        1    0.000    0.000    0.000    0.000 __init__.py:86(AbstractListener)
        1    0.000    0.000    0.000    0.000 composite.py:217(GetOverlayWindow)
        1    0.000    0.000    0.000    0.000 randr.py:897(SetCrtcTransform)
        1    0.000    0.000    0.000    0.000 randr.py:1057(GetOutputPrimary)
        1    0.000    0.000    0.000    0.000 shape.py:80(Mask)
        1    0.000    0.000    0.000    0.000 request.py:1423(RecolorCursor)
        1    0.000    0.000    0.000    0.000 request.py:1585(GetPointerControl)
        1    0.000    0.000    0.000    0.000 request.py:1738(SetModifierMapping)
        8    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 Image.py:3221(_apply_env_variables)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:29(<module>)
       34    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:58(<genexpr>)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
        1    0.000    0.000    0.000    0.000 randr.py:1083(ScreenChangeNotify)
        1    0.000    0.000    0.000    0.000 xinerama.py:195(GetInfo)
        1    0.000    0.000    0.000    0.000 miscellany.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:628(QueryKeymap)
        1    0.000    0.000    0.000    0.000 request.py:1022(FillPoly)
        1    0.000    0.000    0.000    0.000 request.py:1722(GetPointerMapping)
        1    0.000    0.000    0.000    0.000 display.py:370(close_internal)
        1    0.000    0.000    0.000    0.000 event.py:163(CreateNotify)
        1    0.000    0.000    0.000    0.000 event.py:221(ReparentNotify)
        1    0.000    0.000    0.000    0.000 event.py:360(ColormapNotify)
        1    0.000    0.000    0.000    0.000 enum.py:895(<listcomp>)
        1    0.000    0.000    0.000    0.000 _bootlocale.py:33(getpreferredencoding)
       33    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       63    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 core.py:2944(_update_from)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:24(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 pathlib.py:1010(Path)
        1    0.000    0.000    0.000    0.000 damage.py:146(DamageNotify)
        1    0.000    0.000    0.000    0.000 __init__.py:376(_receiver)
        1    0.000    0.000    0.000    0.000 queue.py:33(__init__)
        1    0.000    0.000    0.000    0.000 xfixes.py:109(SelectionNotify)
        1    0.000    0.000    0.000    0.000 xinput.py:546(XIPassiveUngrabDevice)
        1    0.000    0.000    0.000    0.000 damage.py:79(DamageCreate)
        1    0.000    0.000    0.000    0.000 xinerama.py:94(GetScreenCount)
        1    0.000    0.000    0.000    0.000 request.py:587(WarpPointer)
        1    0.000    0.000    0.000    0.000 request.py:937(CopyArea)
        2    0.000    0.000    0.000    0.000 {method 'connect' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 event.py:30(AnyEvent)
       76    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
        1    0.000    0.000    0.000    0.000 contextlib.py:70(__call__)
        5    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
       63    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 Image.py:514(Image)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(<module>)
       74    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
        1    0.000    0.000    0.000    0.000 platform.py:1254(python_implementation)
        1    0.000    0.000    0.000    0.000 xf86.py:1(<module>)
        1    0.000    0.000    0.000    0.000 xinput.py:248(XISelectEvents)
        1    0.000    0.000    0.000    0.000 composite.py:73(RedirectWindow)
        1    0.000    0.000    0.000    0.000 randr.py:285(SelectInput)
        1    0.000    0.000    0.000    0.000 randr.py:786(GetCrtcGammaSize)
        1    0.000    0.000    0.000    0.000 request.py:906(SetClipRectangles)
        1    0.000    0.000    0.000    0.000 request.py:1638(ChangeHosts)
        1    0.000    0.000    0.000    0.000 event.py:142(NoExpose)
        1    0.000    0.000    0.000    0.000 event.py:333(SelectionRequest)
        2    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        1    0.000    0.000    0.000    0.000 _pyautogui_x11.py:170(<listcomp>)
       78    0.000    0.000    0.000    0.000 _internal.py:791(<genexpr>)
        1    0.000    0.000    0.000    0.000 numeric.py:148(ones)
        1    0.000    0.000    0.000    0.000 __init__.py:262(Events)
        1    0.000    0.000    0.000    0.000 randr.py:837(SetCrtcGamma)
        2    0.000    0.000    0.000    0.000 unix_connect.py:71(<listcomp>)
        1    0.000    0.000    0.000    0.000 request.py:644(OpenFont)
        1    0.000    0.000    0.000    0.000 request.py:1095(PolyText8)
        1    0.000    0.000    0.000    0.000 request.py:1119(ImageText8)
        1    0.000    0.000    0.000    0.000 request.py:1322(StoreNamedColor)
        1    0.000    0.000    0.000    0.000 request.py:1603(SetScreenSaver)
        2    0.000    0.000    0.000    0.000 socket.py:139(__init__)
        1    0.000    0.000    0.000    0.000 event.py:347(SelectionNotify)
      117    0.000    0.000    0.000    0.000 typing.py:618(<genexpr>)
        1    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
       21    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 ImageMode.py:17(<module>)
        4    0.000    0.000    0.000    0.000 threading.py:240(__enter__)
        1    0.000    0.000    0.000    0.000 _internal.py:239(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 platform.py:1150(_sys_version)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 datetime.py:774(date)
        1    0.000    0.000    0.000    0.000 threaded.py:22(<module>)
        1    0.000    0.000    0.000    0.000 randr.py:374(SetScreenSize)
        7    0.000    0.000    0.000    0.000 shape.py:25(__init__)
        1    0.000    0.000    0.000    0.000 shape.py:111(Offset)
        1    0.000    0.000    0.000    0.000 shape.py:162(InputSelected)
        1    0.000    0.000    0.000    0.000 latin1.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:111(ReparentWindow)
        1    0.000    0.000    0.000    0.000 request.py:326(SetSelectionOwner)
        1    0.000    0.000    0.000    0.000 request.py:895(SetDashes)
        1    0.000    0.000    0.000    0.000 request.py:1495(ChangeKeyboardMapping)
        1    0.000    0.000    0.000    0.000 event.py:189(UnmapNotify)
        1    0.000    0.000    0.000    0.000 event.py:269(GravityNotify)
        1    0.000    0.000    0.000    0.000 event.py:292(Circulate)
        1    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        2    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        1    0.000    0.000    0.000    0.000 xorg.py:369(ListenerMixin)
        1    0.000    0.000    0.000    0.000 dpms.py:131(DPMSSetTimeouts)
        1    0.000    0.000    0.000    0.000 randr.py:524(ConfigureOutputProperty)
        1    0.000    0.000    0.000    0.000 randr.py:1139(OutputPropertyNotify)
        1    0.000    0.000    0.000    0.000 request.py:353(ConvertSelection)
        1    0.000    0.000    0.000    0.000 request.py:991(PolySegment)
        1    0.000    0.000    0.000    0.000 request.py:1131(ImageText16)
        1    0.000    0.000    0.000    0.000 request.py:1143(CreateColormap)
        1    0.000    0.000    0.000    0.000 request.py:1754(GetModifierMapping)
        1    0.000    0.000    0.000    0.000 event.py:96(Focus)
        1    0.000    0.000    0.000    0.000 typing.py:745(_VariadicGenericAlias)
        1    0.000    0.000    0.000    0.000 typing.py:792(Generic)
        2    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
       21    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        9    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 ImageOps.py:20(<module>)
        7    0.000    0.000    0.000    0.000 __init__.py:38(__getattr__)
        1    0.000    0.000    0.000    0.000 __init__.py:775(size)
        7    0.000    0.000    0.000    0.000 core.py:2549(_arraymethod)
        1    0.000    0.000    0.000    0.000 polynomial.py:1471(Polynomial)
        1    0.000    0.000    0.000    0.000 _iotools.py:451(StringConverter)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
        1    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 datetime.py:1162(time)
        1    0.000    0.000    0.000    0.000 composite.py:117(UnredirectWindow)
        1    0.000    0.000    0.000    0.000 composite.py:138(UnredirectSubindows)
        1    0.000    0.000    0.000    0.000 shape.py:151(SelectInput)
        1    0.000    0.000    0.000    0.000 drawable.py:320(Window)
        1    0.000    0.000    0.000    0.000 request.py:431(ChangeActivePointerGrab)
        1    0.000    0.000    0.000    0.000 request.py:1002(PolyRectangle)
        1    0.000    0.000    0.000    0.000 request.py:1107(PolyText16)
        1    0.000    0.000    0.000    0.000 request.py:1415(FreeCursor)
        1    0.000    0.000    0.000    0.000 request.py:1573(ChangePointerControl)
        1    0.000    0.000    0.000    0.000 request.py:1688(RotateProperties)
        1    0.000    0.000    0.000    0.000 event.py:310(PropertyNotify)
        1    0.000    0.000    0.000    0.000 event.py:383(ClientMessage)
        1    0.000    0.000    0.000    0.000 rq.py:1283(TextElements16)
       14    0.000    0.000    0.000    0.000 typing.py:669(__hash__)
        4    0.000    0.000    0.000    0.000 sre_parse.py:837(_parse_flags)
        1    0.000    0.000    0.000    0.000 codecs.py:319(decode)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.000    0.000 ImageColor.py:20(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:212(_acquireLock)
       20    0.000    0.000    0.000    0.000 tokenize.py:107(group)
       24    0.000    0.000    0.000    0.000 tokenize.py:143(<listcomp>)
        3    0.000    0.000    0.000    0.000 threading.py:1225(current_thread)
        1    0.000    0.000    0.000    0.000 composite.py:95(RedirectSubwindows)
        2    0.000    0.000    0.000    0.000 xauth.py:102(get_best_auth)
        1    0.000    0.000    0.000    0.000 request.py:87(DestroyWindow)
        1    0.000    0.000    0.000    0.000 request.py:365(SendEvent)
        1    0.000    0.000    0.000    0.000 request.py:602(SetInputFocus)
        1    0.000    0.000    0.000    0.000 request.py:820(SetFontPath)
        1    0.000    0.000    0.000    0.000 request.py:885(CopyGC)
        1    0.000    0.000    0.000    0.000 request.py:925(ClearArea)
        1    0.000    0.000    0.000    0.000 event.py:179(DestroyNotify)
        1    0.000    0.000    0.000    0.000 event.py:281(ResizeRequest)
        1    0.000    0.000    0.000    0.000 event.py:372(MappingNotify)
        1    0.000    0.000    0.000    0.000 display.py:252(flush)
       24    0.000    0.000    0.000    0.000 display.py:322(set_extension_major)
        1    0.000    0.000    0.000    0.000 display.py:87(Display)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:1366(__new__)
        1    0.000    0.000    0.000    0.000 __init__.py:189(<dictcomp>)
       58    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        1    0.000    0.000    0.000    0.000 api.py:23(FFI)
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
        1    0.000    0.000    0.000    0.000 getlimits.py:461(iinfo)
       23    0.000    0.000    0.000    0.000 overrides.py:223(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 randr.py:1039(SetOutputPrimary)
        1    0.000    0.000    0.000    0.000 xfixes.py:66(HideCursor)
        1    0.000    0.000    0.000    0.000 record.py:153(UnregisterClients)
        1    0.000    0.000    0.000    0.000 request.py:421(UngrabButton)
        1    0.000    0.000    0.000    0.000 request.py:847(CreatePixmap)
        1    0.000    0.000    0.000    0.000 request.py:970(PolyPoint)
        1    0.000    0.000    0.000    0.000 request.py:1313(StoreColors)
        1    0.000    0.000    0.000    0.000 socket.py:416(close)
        1    0.000    0.000    0.000    0.000 event.py:200(MapNotify)
       20    0.000    0.000    0.000    0.000 display.py:328(add_extension_event)
       57    0.000    0.000    0.000    0.000 enum.py:360(<genexpr>)
       20    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:2859(Menu)
        1    0.000    0.000    0.000    0.000 __init__.py:3076(Text)
        1    0.000    0.000    0.000    0.000 hermite.py:1657(Hermite)
        1    0.000    0.000    0.000    0.000 threading.py:513(set)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 pathlib.py:397(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 xfixes.py:92(SelectSelectionInput)
        1    0.000    0.000    0.000    0.000 damage.py:114(DamageSubtract)
        1    0.000    0.000    0.000    0.000 xtest.py:105(GrabControl)
        1    0.000    0.000    0.000    0.000 request.py:103(ChangeSaveSet)
        1    0.000    0.000    0.000    0.000 request.py:1012(PolyArc)
        1    0.000    0.000    0.000    0.000 request.py:1035(PolyFillRectangle)
        1    0.000    0.000    0.000    0.000 request.py:1170(InstallColormap)
        1    0.000    0.000    0.000    0.000 display.py:78(Display)
        1    0.000    0.000    0.000    0.000 socket.py:412(_real_close)
        1    0.000    0.000    0.000    0.000 socket.py:133(socket)
        1    0.000    0.000    0.000    0.000 ge.py:63(GenericEvent)
        1    0.000    0.000    0.000    0.000 event.py:211(MapRequest)
        1    0.000    0.000    0.000    0.000 event.py:322(SelectionClear)
        1    0.000    0.000    0.000    0.000 event.py:393(KeymapNotify)
       24    0.000    0.000    0.000    0.000 rq.py:1313(__setattr__)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(exec_module)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        2    0.000    0.000    0.000    0.000 threading.py:728(_newname)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(concatenate)
        1    0.000    0.000    0.000    0.000 dpms.py:183(DPMSForceLevel)
        3    0.000    0.000    0.000    0.000 xinput.py:212(__init__)
        1    0.000    0.000    0.000    0.000 xinput.py:469(XIUngrabDevice)
        1    0.000    0.000    0.000    0.000 damage.py:130(DamageAdd)
        1    0.000    0.000    0.000    0.000 composite.py:159(CreateRegionFromBorderClip)
        1    0.000    0.000    0.000    0.000 randr.py:675(AddOutputMode)
        2    0.000    0.000    0.000    0.000 {built-in method fcntl.fcntl}
        1    0.000    0.000    0.000    0.000 request.py:275(DeleteProperty)
        1    0.000    0.000    0.000    0.000 request.py:483(UngrabKey)
        1    0.000    0.000    0.000    0.000 request.py:493(AllowEvents)
        1    0.000    0.000    0.000    0.000 request.py:980(PolyLine)
        1    0.000    0.000    0.000    0.000 request.py:1161(CopyColormapAndFree)
        1    0.000    0.000    0.000    0.000 request.py:1303(FreeColors)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        8    0.000    0.000    0.000    0.000 typing.py:832(<genexpr>)
        4    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
        2    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
       24    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 _pyautogui_x11.py:36(_size)
        1    0.000    0.000    0.000    0.000 polynomial.py:1068(poly1d)
        1    0.000    0.000    0.000    0.000 parse.py:351(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:135(<setcomp>)
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        1    0.000    0.000    0.000    0.000 composite.py:186(NameWindowPixmap)
        1    0.000    0.000    0.000    0.000 record.py:260(FreeContext)
        1    0.000    0.000    0.000    0.000 request.py:122(MapWindow)
        1    0.000    0.000    0.000    0.000 request.py:173(CirculateWindow)
        1    0.000    0.000    0.000    0.000 request.py:515(UngrabServer)
        1    0.000    0.000    0.000    0.000 request.py:1153(FreeColormap)
        1    0.000    0.000    0.000    0.000 request.py:1666(SetAccessControl)
       14    0.000    0.000    0.000    0.000 ge.py:103(add_event_data)
       27    0.000    0.000    0.000    0.000 enum.py:203(<genexpr>)
        5    0.000    0.000    0.000    0.000 os.py:758(decode)
        1    0.000    0.000    0.000    0.000 abc.py:137(__instancecheck__)
       15    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       86    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       11    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
       48    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:2393(Canvas)
        1    0.000    0.000    0.000    0.000 random.py:681(getrandbits)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 subprocess.py:633(Popen)
        2    0.000    0.000    0.000    0.000 threading.py:335(notify)
        1    0.000    0.000    0.000    0.000 threading.py:744(Thread)
       13    0.000    0.000    0.000    0.000 _internal.py:826(npy_ctypes_check)
       16    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _xorg.py:122(Listener)
        1    0.000    0.000    0.000    0.000 randr.py:573(DeleteOutputProperty)
        1    0.000    0.000    0.000    0.000 request.py:95(DestroySubWindows)
        1    0.000    0.000    0.000    0.000 request.py:146(UnmapSubwindows)
        1    0.000    0.000    0.000    0.000 request.py:655(CloseFont)
        1    0.000    0.000    0.000    0.000 request.py:917(FreeGC)
        1    0.000    0.000    0.000    0.000 request.py:1680(KillClient)
        1    0.000    0.000    0.000    0.000 request.py:1699(ForceScreenSaver)
        1    0.000    0.000    0.000    0.000 six.py:91(_LazyDescr)
       92    0.000    0.000    0.000    0.000 six.py:565(create_unbound_method)
        4    0.000    0.000    0.000    0.000 rq.py:372(__init__)
        1    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
        7    0.000    0.000    0.000    0.000 enum.py:365(__members__)
        1    0.000    0.000    0.000    0.000 contextlib.py:107(__enter__)
        1    0.000    0.000    0.000    0.000 os.py:1079(__subclasshook__)
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        2    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 __init__.py:831(createLock)
        1    0.000    0.000    0.000    0.000 __init__.py:1754(Wm)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        1    0.000    0.000    0.000    0.000 legendre.py:1624(Legendre)
        1    0.000    0.000    0.000    0.000 defmatrix.py:72(matrix)
        1    0.000    0.000    0.000    0.000 selectors.py:341(_PollLikeSelector)
        4    0.000    0.000    0.000    0.000 threading.py:243(__exit__)
        2    0.000    0.000    0.000    0.000 threading.py:1131(daemon)
        1    0.000    0.000    0.000    0.000 parse.py:145(_NetlocResultMixinBase)
       16    0.000    0.000    0.000    0.000 _base.py:87(<genexpr>)
        1    0.000    0.000    0.000    0.000 dpms.py:153(DPMSEnable)
        1    0.000    0.000    0.000    0.000 security.py:116(SecurityRevokeAuthorization)
        1    0.000    0.000    0.000    0.000 damage.py:99(DamageDestroy)
        1    0.000    0.000    0.000    0.000 xfixes.py:79(ShowCursor)
        1    0.000    0.000    0.000    0.000 record.py:246(DisableContext)
        1    0.000    0.000    0.000    0.000 request.py:130(MapSubwindows)
        1    0.000    0.000    0.000    0.000 request.py:397(UngrabPointer)
        1    0.000    0.000    0.000    0.000 request.py:462(UngrabKeyboard)
        1    0.000    0.000    0.000    0.000 request.py:858(FreePixmap)
        1    0.000    0.000    0.000    0.000 request.py:1178(UninstallColormap)
        1    0.000    0.000    0.000    0.000 connect.py:22(<module>)
        3    0.000    0.000    0.000    0.000 rq.py:580(__init__)
        1    0.000    0.000    0.000    0.000 six.py:236(create_module)
        2    0.000    0.000    0.000    0.000 rq.py:436(parse_binary_value)
        1    0.000    0.000    0.000    0.000 _globals.py:65(__new__)
        5    0.000    0.000    0.000    0.000 typing.py:300(__new__)
        6    0.000    0.000    0.000    0.000 typing.py:351(<genexpr>)
